Kundennummer,Kundenname,Kundenalter,Jahreseinkommen,Kreditsumme,Kreditwuerdig
d2742bc4-faa1-428e-8f29-b26256a46695,Alston,75.90,98184.19,162742.07,false
3e1666dd-1b90-49d7-9395-449a4d7dd237,Steanyng,30.47,33276.15,333854.22,true
50f88215-c4b8-4b53-8e05-6801da289644,Brumpton,91.81,94634.78,289080.58,false
b9cf57d6-c19a-4249-b76b-9f4c49b3f0d0,Flury,50.65,45152.84,409979.31,true
8d0d9658-2dfe-4bed-a18d-0303c707b6d2,Stoyles,32.95,68028.20,274763.51,true
b4c229a7-14ae-42ec-823d-9368ec54e49f,Janisson,97.43,81350.68,155595.13,true
dac80c18-553f-490b-b586-1bf5adfb5df7,Doerrling,98.71,50150.32,194878.39,false
e442ea93-43c0-4582-9d76-890b271f346f,Kleinstein,80.86,50741.00,284787.15,true
21b1cc2a-a4fe-4f93-b2aa-be4291e90f5c,Ivanyushin,60.12,48390.92,69963.03,false
62042ed5-f847-4e62-8cc9-689b3a012f9e,Udie,69.68,84944.23,358136.26,false
22c30e9e-2b4b-45d5-90de-73ff4970e842,Cheavin,29.76,47570.49,424672.17,true
0275ab75-cd1f-47eb-ad71-a64793c93a29,Showler,51.64,66440.47,232201.52,true
0cf0a90e-c0de-4713-a962-86731cbb5659,Blesdill,97.85,78468.16,379799.60,false
124907d0-154b-4a29-b8cd-c1e51b09d047,Reubbens,76.86,38687.06,156305.67,true
bb2e38d5-bd32-4ab5-87e7-330b19111e13,Kesley,31.49,71737.51,392223.49,true
e9425ae9-cd5f-4079-8842-514b01689f8b,Monro,54.00,89466.06,111240.83,false
06a11ea2-7018-44ec-b50b-60dd4569af04,Barkes,42.22,57997.29,424616.20,true
d9ad33d2-e01e-4122-a11c-da836a6afb46,Denekamp,68.19,75011.82,317177.98,true
ae54ace1-3596-422d-b65f-080a965f0361,Slyde,39.91,71966.02,428058.69,true
64488827-e81c-454c-b458-e994b5efb7c9,Coates,45.78,53227.56,274723.97,true
c9f63d83-751f-4927-b3ed-d547178b6a89,MacAlpyne,61.52,74710.41,300824.74,false
5e9fd9fc-3f32-4d63-a508-5853e123aa62,Assender,45.12,81263.93,276247.00,false
af694575-bb14-449a-b216-fb04520ee2ef,Daunay,25.93,31437.70,109661.53,false
3fe5b8ca-0b9e-4a2e-a413-d74f7d4e2207,Aleshintsev,79.31,46934.28,69568.99,false
ca17d2f1-6196-482b-b537-bb5f6852447f,Mullaney,53.15,39764.10,280755.18,true
e0b2840b-1289-4b16-9ccb-c930cd5783fd,Porson,92.05,75966.94,347866.43,false
3c0ff8dd-c59c-452e-a841-66f5581a226c,Anyon,62.90,64588.36,77302.05,true
2da2c90b-f4e4-4046-a6da-5c4b2950c7ab,Loving,55.36,80846.52,407883.18,false
36ec8b71-2db9-4305-ae86-8f25d47d7f9b,Jacqueme,52.62,97269.62,186013.48,true
bdb6836f-875e-442a-be4b-b0e8c15cfdc5,Esgate,85.06,92776.46,210517.55,false
e2a4d8b5-829e-46c6-a894-8718cc6fe516,Rowbottom,52.20,66473.21,117313.17,false
5f2caba1-56c3-4e23-b3a1-b5097934b6de,Carradice,80.59,64519.06,60918.59,true
6bc17431-ec11-4361-8f83-da44f1288ae5,Winsome,27.41,74275.80,287211.96,true
564f819d-f8fa-4b31-91c2-2742a43c11ba,Hache,69.58,76635.74,242909.26,false
08b52c72-a815-4722-ae9b-b43a74324a25,Broun,85.45,40782.18,283620.40,false
82a5bdb2-2c8d-4256-a351-3684211798ad,Gurling,92.59,49518.86,358786.81,false
1a708774-658a-4cdd-afd3-688baf65f04f,Antyshev,96.57,88555.44,343036.53,true
c35c6a91-292b-4f62-b1fd-fa6ec2ea6b5a,Bea,30.99,51267.43,402559.17,false
c6a65e27-0cee-47f4-b644-318b341439fa,Symcock,69.69,96319.62,148699.62,true
7358b1f6-545a-48ea-a1ab-9636fd6e4391,Careless,57.42,53362.62,263308.88,true
e6ec4c14-9cc0-4453-8094-fe7e24a6546a,Corter,76.48,47802.17,216848.84,false
347a1c0f-9d9f-4e70-ab59-7a49c60a91e2,Bassford,35.98,34453.42,76594.26,false
13b568c5-a12e-4374-a304-663611dd2c79,Thams,95.68,50518.55,172550.01,false
6e7b2d14-c201-4646-885c-a6322db16d56,Harry,92.92,86781.05,373459.57,true
82f79645-3944-4741-a8b3-33810a90b81d,Geddis,87.91,82843.93,136971.01,true
471cb415-33cd-4d53-90f4-0b0560f85804,Bourget,24.85,48993.20,333266.88,true
5b0ddf13-75ec-4232-b80f-c36352ab1476,Maior,85.41,82595.12,196104.39,false
24d791fb-4d2e-4324-8819-dcf080cb33b2,Sinncock,85.21,43909.16,106654.86,true
8c512e38-b61b-4f4e-86ac-6cd6e4d71651,Rupp,52.78,73214.36,348020.28,false
76770b5e-31d8-41ac-8fcf-9c536b6c751a,Lelande,99.38,74823.34,336748.19,true
99da42df-80c1-4dcc-b2b6-5115653ad936,Lickorish,53.35,69179.04,185685.29,true
707b7ddb-ef44-4a1a-9ed2-f20cd5c70eb0,Claw,52.50,85650.30,105284.91,true
01ef8168-032b-469a-9ba8-79eafddea016,Wharram,68.62,44375.47,370314.53,true
69867ec6-0376-4e04-a227-5f99f89dca08,Melmoth,31.49,99020.14,193902.04,false
08aed2f9-c23f-4678-a2de-9ba7a40e69c7,Bumpas,18.64,60046.13,181890.10,false
a622d890-0f59-40e0-abf7-ea9f86179926,Broadstock,28.30,71887.69,293343.75,true
7a114d58-946b-4aeb-9e77-e23cdfc57aad,Pegg,43.13,92800.81,411274.91,true
c9ba8e60-da6d-4e2f-bf57-6757298b04aa,Gethin,82.89,76310.29,221708.23,false
2227fda9-6859-4b39-9db8-f7102992fb1e,Walling,24.99,67805.17,233183.03,true
10300592-5a8c-44e7-85ad-f29856fafc7e,Renachowski,74.18,41725.41,396063.86,false
dd690b2b-f235-4b0a-86c5-b02916c74fdc,Louw,59.00,32874.06,299798.73,true
dfead2f9-c22d-41b6-9a4f-4a8bb0651d12,Pinnegar,27.48,67321.71,414527.58,true
901131df-217f-43ce-9e31-9e66266dacf7,Dullard,65.12,96359.21,193973.11,true
52755628-ade3-40a0-b708-b942c6eaa6fc,Lumm,23.17,80923.03,438850.72,true
5e17b90e-b7dc-46ef-9b83-9f413a5a6406,Gibbonson,55.73,37592.73,303409.33,false
877cad63-6115-4670-9f6e-57653ad6e7af,Capaldi,88.45,68232.43,417309.22,false
46293252-67e4-49a9-a6e5-ee9ea747fa5d,Priscott,18.52,53210.18,411290.86,true
96f7b893-e000-4ccd-903d-d86a96d8d3de,Semiras,88.56,83875.99,126551.43,false
47990791-04df-403c-8588-2659dd09c83a,Mallon,74.90,85587.39,74212.03,true
41a85548-f6e8-4527-9c60-2297bd23fdf0,Kuban,98.09,89387.75,408892.32,true
32362f88-dcf2-42f4-b1c6-6f812262d70d,Donaher,63.86,80247.94,268875.03,true
51d57813-9e2d-4220-b4af-7dc980206f81,Molyneux,69.24,45131.02,308173.10,false
484ef9f5-ec44-480b-9af8-3bc454489794,Zorzini,84.24,42670.71,226528.70,true
380873cd-3e2f-4d73-98e7-70e6cf8cbd8a,Huckell,68.76,73388.83,145400.23,true
76a2d362-b639-43e2-848e-017fc5e2da63,Rylatt,87.77,31830.87,188998.41,true
2e22cc5b-a0bb-406e-ab90-2676c0138c5a,Stalman,83.73,85565.96,141758.92,false
50909f25-f9f5-4288-ac16-6f56d7c8b804,Walcher,32.36,38034.85,412857.41,false
9dfd7bc3-55d6-4fb9-9085-266301917860,Petrus,33.73,67333.54,306099.17,false
62ce85ec-e291-41fe-96b7-ea09d58065b7,Impy,22.99,65718.29,129311.52,false
7816c2dd-a334-4968-a1b5-3b7af708f0bf,Pavyer,51.18,39875.25,204240.17,true
de7f8575-ce34-42ca-8a03-599967b7c36a,Odde,40.84,47658.51,375044.03,true
33b3444f-156c-4356-ba93-bc1c6612c461,Hitscher,56.45,99193.94,269055.69,true
5fb80b8c-84f1-4c1b-9a45-0984804bcace,Field,73.40,38214.02,214656.04,false
0c17d68e-69dc-4713-838e-c761d4b090d7,Lovekin,19.97,74947.04,439761.11,true
ce912ec7-fdd1-4bb0-9d75-4d88153df14e,Stollsteiner,95.99,66721.33,132794.26,true
af70f27a-bb26-4f4b-ab40-671c172db0c2,Samarth,88.00,73311.80,367201.12,false
9c036067-95db-475e-a34c-5bef4705c1b0,Lewendon,89.58,77066.90,278146.81,true
ad2900f6-2dc8-4fcf-ace0-88c949b17bd9,McGrey,81.21,84685.31,263369.81,false
c05b2bc2-d51a-499b-ab87-9b1851975b3b,Sherebrook,79.38,63302.77,311904.78,true
2ccfe2d3-eef5-461d-9895-8adbe115d9d1,Farnie,81.09,94952.50,359336.02,false
ecddff9e-7063-47db-adad-59829c987ba6,Revans,36.64,51917.21,95880.22,false
d159993a-e9ce-4c75-b7d6-bea7158e99dd,Fullun,70.26,60580.91,400814.05,false
75f2a8e3-3f72-4fb7-b41f-d50655dbab0c,Bastie,57.95,33159.27,378442.31,true
45d972a9-e6f3-45fa-bd91-ce80ddb0f205,Forsythe,60.75,68344.28,406330.24,true
a123d4d6-e149-4512-87ff-ecd01801da87,Jerrems,95.00,92352.72,146056.30,false
2a1e212e-1ab1-4cd3-b63b-ecdcfeed805c,Body,83.54,73448.79,229417.95,false
a4ace926-ae62-458e-b4b5-7158ddbc44c1,Else,53.18,50728.96,421397.64,true
f0c54f05-dd3d-48d8-bd63-ab6799ee1325,Tittershill,99.34,38963.27,125353.65,false
14c04dff-faa4-4016-9209-db84834916d6,Thaxton,91.48,81757.42,272713.25,false
7144d5fc-aded-4bd7-9319-458d093bf7ea,Iannazzi,61.32,69308.52,194354.19,false
a007d21e-e96e-40c9-b868-a4e3ff7cea46,Crookall,96.23,97603.78,377296.51,true
55372c68-667a-47f9-9b31-71e29f29cdbd,MacCosty,23.07,73437.19,137234.61,false
2f1fdc23-9c13-48de-b13c-76c7b119d8b7,Royall,96.62,89532.61,334050.20,true
af513c2f-8f5b-4f8f-81c0-195fdfc3b957,Rijkeseis,45.75,47895.84,239645.11,false
d99b0ebf-8f84-4848-9451-b8684bbfac90,O' Shea,96.69,60504.43,158904.49,true
e70e8492-f6cd-4e71-8744-ce1efb407f1d,Punt,49.54,86610.78,154818.90,false
04bc2a5e-cd69-49c0-adcf-80d54190648c,Danilyuk,65.39,70998.16,149646.73,true
7ce4ec58-d77c-4053-983a-b1c42eec7b4b,Myrkus,92.57,37675.35,398273.36,true
6655d0e7-4f47-4735-a66f-6625fce3181f,Guilloneau,18.65,90397.87,400561.78,true
a6c177ec-80d2-4ad0-9047-37e712b19997,Kemson,40.72,81518.69,259846.35,true
3bdd5958-176b-4069-8ce3-d5a3c75ba4c1,Bentham3,32.29,65718.83,270153.31,true
ae73f786-9ba9-449c-94ae-0cd8e5727a1c,Hallor,74.46,43167.84,292211.98,false
fc32274c-9cca-4728-b1b2-f9fcbeab9ced,Pinchback,69.84,30571.61,127967.00,false
6211aab1-a5c5-47a1-8440-ce60b0d44086,Slyne,92.17,85724.24,375224.31,false
a8255739-fb94-4d13-a6a4-ff69366df724,Allbon,40.82,36903.62,439429.02,true
f0137871-6fad-4ac3-b0a3-b342631b3b36,Grafom,77.34,31438.22,333120.53,true
e48ea3c9-899f-4b29-aac5-95585fdb02fe,Pharo,44.96,69408.40,74134.69,true
9477a337-b009-48a4-96a5-0f3dfb18098a,Durn,60.11,74089.89,189351.17,false
e9446cde-e45c-4f15-b678-041052c8f30e,Denisovich,48.82,40132.82,308114.80,true
a05e56d8-459f-4137-a72f-8d3fafeb5f81,Bolesma,29.11,55654.72,261804.81,true
0940b717-25fb-4ea4-a4de-fe75e0769224,De Carolis,50.11,98854.34,297013.40,true
235819a3-5dbe-499d-a3c3-4f786b902e63,Hawke,36.94,65956.99,103320.47,false
d09bc042-2e79-4e78-aef1-13abc1872eb8,Peerless,82.48,85463.52,420513.50,false
24165a12-af3e-4c00-ab5f-4ca913d383b5,Millwater,75.47,46730.66,118864.38,true
8a6b7a05-5928-4e76-a784-002f86637ff9,Oglesbee,55.37,85268.43,255084.01,true
16f95d50-91cf-419f-a134-f84ed7eb4372,Ingleby,56.15,68626.47,203144.28,false
7304eaec-e017-492e-83f4-eb4282646c17,Ciric,99.42,98913.65,174674.68,true
b033d623-86a4-4df5-a2ea-ba8edc5f2ba1,Skirvane,58.76,92489.15,115180.76,true
089f1b44-cf19-4fb0-9fb0-9aabf0ac62af,MacCallion,31.64,53571.89,198779.41,true
e6517950-9cc2-406b-88fa-8b83ea06b4d6,Scroxton,81.16,52673.88,201110.53,false
625bfef2-96e5-4152-a3a2-0f1daaee3b59,Frances,87.46,90480.18,239372.20,false
bccc1e8d-c536-41dc-8a5e-eea547b7c918,La Torre,84.55,48885.71,259307.89,false
72c075ff-700a-4630-adda-5f1f2e040297,Lammerding,18.62,73210.57,68488.76,true
a3d6f078-c479-4b02-a753-b0c2f230f8c0,Alyokhin,76.74,45510.68,102207.88,false
ed403625-2310-46ad-9dc2-1d05cf685973,Luno,41.73,97154.48,199186.17,true
021d90f9-e36a-4342-a663-cc4db27ab6fa,Steven,62.22,54407.42,243680.35,true
ca13ddc1-05a5-4fd8-a280-75da2c90aa5b,Cornelius,83.00,45029.61,416310.60,false
bc92935e-e5ad-4ef6-825b-8c050538c4e0,Darke,72.60,88945.29,267780.82,false
076e583f-810d-46b0-a478-b90fe0b10a71,Baines,27.18,97131.84,210499.50,false
df6f9a64-7444-4e8e-ba6d-2146bed1f9e6,While,89.85,39673.69,209799.54,true
7b94c8a6-9508-42c1-bef6-7d2379299a71,Bonellie,39.68,92735.78,324577.20,false
c7326be1-3dc0-4d92-9d53-cd943c2861f7,Furtado,78.27,91716.80,183348.39,true
0181d3cc-8e86-4679-9f0e-8587993534ac,Mayall,58.77,46103.16,111767.18,true
e8a2dbfd-ec34-4f1c-8cdc-e343c7c1ae91,Markham,72.12,84749.57,251573.43,false
edb06a15-c26e-4589-b773-99193a278375,Primo,62.12,63576.87,137940.32,false
a0c4a6db-ebff-4f2f-85d8-d00849665042,Cossins,96.66,62432.15,88170.93,false
ab05891a-0f3b-4243-8280-e23217b72d7c,Annandale,85.81,71798.26,218086.60,false
2883dce9-f474-401d-8136-a93a55ebc15a,Mainwaring,64.30,95252.83,78017.50,true
4161eac1-a83a-4b63-85d7-4a6111400256,Halton,96.01,37375.94,324991.51,false
9bfa4a17-f271-4b9d-9c64-cc3631bf39ae,O' Mulderrig,84.16,59314.04,347340.23,true
8461a72a-d08a-4b72-abf8-51bacc357a18,Winchurch,71.35,98190.62,85051.05,true
a4c8502a-66ce-4f1b-b922-36b4a9d97c2a,Nimmo,90.66,57027.87,392799.43,false
e3e43365-9af7-4e60-af0b-01e9aebe292f,Grayley,67.82,32349.18,285424.02,false
24b7c98c-8569-4452-9d5d-23cd5197c8fc,Petrie,32.42,67415.25,381292.44,false
58954dcf-ffc1-427a-9ec1-38b69a20aa0c,Athersmith,79.20,31109.45,347610.69,false
d93a83de-b078-456b-a47a-6e13eb0eeb35,Pochon,56.28,53112.55,103159.41,false
5d57912d-29c5-4fe4-bbf2-54f5497197e9,Burland,66.71,99328.16,137493.95,true
52164929-7797-4636-aad3-a9b0455bde80,Marre,54.84,68854.11,141147.23,false
eef32bbb-9082-414f-9d66-151870a7e05f,Rickert,58.27,86114.64,239240.59,true
c3430fde-126a-4d5d-a246-02532ab72aad,Benford,43.69,94637.49,271205.06,false
8a3ba822-3703-4076-8682-a3dfc98e1f68,Greenall,98.28,61553.70,417159.86,true
e4538647-8e30-44cb-a95d-c297f871fbd9,Roch,45.93,59740.85,255237.71,true
edde47b9-5849-4460-a731-9aa6d4b80260,Palfree,74.95,36454.22,107049.19,true
f1f9c737-1532-4bfb-ba9c-a4c3576f4e41,Alen,49.80,40418.20,199225.32,false
d44eafc1-ee72-4a69-affe-3dfbe773d2eb,Mabee,51.47,46395.48,60510.44,false
e5ab175b-572b-4da0-9d69-ef628951c5a3,Kyneton,84.89,37582.90,366961.45,true
4c698d18-dacb-4d6c-aeee-3f4c9da84b9c,Mildenhall,43.70,69338.61,323469.12,false
190fd549-766f-4042-8f60-cb8ec56815c7,Phlippsen,25.70,86371.83,304417.26,true
276722dc-8db7-4403-83bf-6e2de2ef4142,Kyneton,34.41,92682.58,357450.49,true
08f96406-b782-49e5-948d-c26c473e4dff,Raddan,18.39,54850.10,358781.72,false
703b1cf0-641b-4390-bd87-f5e7f80121fc,Koubek,52.76,32189.54,110232.59,true
7aaa7663-0daf-469a-a75b-8133ab6ae110,Springtorp,43.23,34516.25,379373.75,true
2204ed58-82d4-496d-95f9-345cae6a4f5e,Bedminster,22.50,79040.44,441252.56,false
19eb6641-2988-454e-a2bc-0d75e5921323,Staley,20.14,76064.78,187398.09,true
b792e1f0-46b4-4b4a-bd9b-6018c5bbda22,Elmhirst,67.72,51038.20,250892.28,true
d3f7fb58-07ff-43e1-b958-d5f56a9da175,Putnam,94.11,60943.84,176210.28,false
62543f2e-a68f-41ad-b544-801be1a6e491,Eidler,92.54,42132.44,187485.42,true
cde37ee3-cb3a-4422-a9f8-ea85339d7b3c,Meffin,54.57,98906.65,298402.23,true
d6c0e055-d90a-4a80-b59c-f4533d424904,Wyllcocks,55.78,33062.31,412532.95,true
3c5b7f4d-ef91-4c24-bd3d-f9aa46d15077,Holson,51.45,42456.30,240194.97,true
7d042e98-4b6a-4a09-9793-d82a817b58ec,Laffin,53.69,70916.26,447616.14,false
5da7fc84-e1f3-4e0d-82f6-07331b73a010,Semonin,75.59,68155.02,397855.95,true
7b36a7df-498f-477a-a60c-0bc8cfc881b8,Keirl,66.12,47674.44,205593.55,true
df25c447-7e32-46bf-a856-fc35e2cef75f,Moorman,66.52,37322.03,411219.69,false
492a86d6-3bdf-41b5-a338-193af8c7d254,Pagin,35.89,33890.98,268271.05,true
095b5c73-d061-4e7b-8ca6-36ce4f92baf9,McGuffog,83.42,34838.81,131507.66,true
a2621341-153b-4936-b962-7bb236572692,Runnicles,87.41,42510.42,129042.03,true
c84fd3d1-af6c-43ac-b5df-cdd9a96f295b,Burdytt,37.49,74303.57,311630.56,true
9a6bef63-399d-4ead-81ae-87a242fe704b,John,86.48,93374.81,378726.84,false
937b4771-a7a6-4008-8eff-18d3f1f0e88c,Rickets,82.41,89762.45,298033.99,true
4b4d2e91-143c-40bf-8732-c7b2c39ad850,Looks,81.08,65865.62,83584.94,false
524328bb-4905-463f-a183-3cbf5acf8f0b,Towll,78.61,87824.98,397991.99,true
45e102da-4159-4ca2-ab41-ffceaee301b1,Drysdale,27.52,40430.61,383037.48,true
959329f1-69d4-4fc8-aef3-e5b9c5fdfdfc,Paling,29.36,76346.32,270268.09,false
95563aa2-4ead-4a19-baac-6cb85957923d,Baggaley,51.65,57659.18,105401.52,true
e0312bb9-f889-42ea-b27d-81e893473262,Bust,55.81,94483.68,360985.27,true
901ef902-73f2-4480-83af-ceefa0201af3,Arrighi,79.00,99769.95,417023.42,true
7148cdfb-7eab-4538-99ec-e796a302c98f,Tick,78.36,62377.15,195745.47,false
de149ef8-37a4-4a53-b077-00d190685cd8,Honacker,53.42,41306.74,98831.24,true
764deabc-ae2b-4b06-8a7c-cfa9267b3ea7,Screaton,46.64,89913.60,358235.75,false
c42556f7-aef5-45b9-a514-848be00f704e,Piers,43.02,81979.39,289459.47,true
ae3a2870-3de9-4259-a924-d099486588fa,Flindall,68.23,66062.23,332998.23,true
432a6be4-0bfe-46ab-9fc6-8b739281d17d,Lorens,53.80,39838.16,107664.42,true
a6af2ab6-6f42-489f-8c6f-cf0af117b918,Chislett,99.59,43195.22,92232.01,false
7f122ac4-c9cc-4cc3-9c18-01f767fee4e7,Ephgrave,95.48,66509.50,191356.14,true
be7b4e7c-2047-4c73-82ae-7dd293f6fcac,Lorens,81.50,78106.11,176756.98,true
60c61968-00b9-46ff-be43-836b1187872a,Mepham,33.73,57423.41,412688.34,true
ca9ecf60-5c90-4baf-9099-a65999c6e3ec,Howgate,47.35,95109.22,162113.70,false
cd0d72bd-64bb-4d5f-a4c6-fcf8bd88cac9,Osselton,37.30,42790.05,312273.59,true
8f4ed1f2-d8cd-4c81-88ee-51f155a94f77,Cantle,91.11,87615.29,399667.44,false
b509e906-b3d1-45a5-9ca1-8f3404a8db43,Dureden,19.80,99429.98,433938.11,true
9dba584d-b7de-4678-85ad-5cd90dad2d31,Rendell,20.53,65965.54,82229.05,true
4e3bd512-0c0e-40cb-bca6-f8b5c6435417,Rase,70.41,55286.58,337039.75,true
eee864f8-8729-44ca-ae59-43fd211af11c,Lapthorne,72.94,91150.65,144535.96,false
0d9766c3-1565-4fa0-b5b3-88c7984e1aa5,Huygens,71.84,98838.11,411927.80,true
d6c03ad0-63fe-427a-ba67-b36efe45dd36,Barbey,37.40,45281.51,410130.33,true
a5207f8c-4983-4301-8123-df14728a18df,Frentz,32.48,91849.16,188883.31,false
86cd9536-ef9a-4e7f-929b-036600f418f7,Vine,47.86,56954.71,180483.07,true
cdfb32a0-9676-4c6b-a440-38dda9589fe0,Gimeno,32.97,38848.66,440686.15,true
6952bd64-a39a-4779-9060-d8fbf6863fb6,Walewski,91.17,44121.93,299750.21,true
709802d9-7528-4268-be68-eecc7a6308c1,MacKegg,48.79,65225.13,377025.57,false
5a32666b-3d37-4312-b730-56566521a9b0,MacKimmie,19.71,35786.70,274242.90,false
b24668e4-9524-4711-988f-ea5a56a4e785,Bauduin,37.73,78787.00,315259.86,true
4b9d9f76-e7d4-4c68-b8e1-79f17615029f,Antuoni,57.82,31634.77,137279.36,false
bf3220ae-bf3a-4247-9abe-3158db1d8926,Brislawn,35.57,77101.01,73090.60,true
482e1353-acd8-4d1d-95da-34860ae27fb3,Huyghe,21.63,36920.72,438128.85,true
7db67ebf-cb15-46b3-98e1-a8eb08496308,De Giorgi,92.05,91133.31,258470.84,false
dde67617-1270-4d24-8dc9-e2242be6950c,Skelington,20.57,99965.14,79176.50,false
ddc53d83-e04a-414e-a0fd-923432e97f46,Grassett,74.18,55140.95,385082.71,false
4ebfbae3-cf9a-4133-865c-18bf66bdf6dc,Gonet,90.39,61509.15,295655.35,true
7193dc59-1a38-4302-be28-70e44bfec561,Blazynski,67.63,73282.55,256166.94,false
b55365da-c6f0-480b-a904-45691de390c2,Guilliatt,29.12,80157.62,380648.44,true
296ec0c4-ab4d-4615-9dbb-44f6acaef3fb,Jillis,75.02,94875.20,400878.68,false
5e13bf1c-b9de-49a6-bdbc-3fdab40e975e,Gillian,22.99,61459.78,421422.71,true
b9f2f430-a048-4428-94f2-968bc125bb8a,Waumsley,75.61,96221.84,131733.34,false
b0cff8a8-c3c7-4c67-998f-5c530fd2b4ec,Pitney,43.48,59178.20,413128.48,false
6d42e9c5-19b7-4d8e-a595-68482b9cd00d,Applebee,71.94,48434.70,409117.61,false
16db5524-614d-44fe-8685-f4cb51294704,Dubble,44.14,74177.79,224578.39,true
73d754f9-8f00-440f-b69f-5c9c0e0bb720,O' Meara,92.14,59950.63,429596.80,true
3c8fb053-de85-4271-a728-27bcd576fd16,Buxcy,67.87,57895.69,153152.50,true
76f61cde-cd3c-4aae-b61b-bd0e2f2ee074,Pockett,66.01,34522.14,357293.13,false
b7e85ef9-5a1b-44fa-8de0-859fb68a3bae,Wedgwood,46.25,67144.55,273666.52,true
7683b817-3aac-4508-860a-c51cbebd566a,Nixon,31.04,69190.52,114982.91,false
ce79df32-9e07-4953-add2-baa880a81c95,Sparwell,35.36,87023.27,196726.02,true
2999a268-aa1c-42e1-be5b-0ba4c45fcf07,Ivetts,30.47,46891.56,75803.23,false
7ea792f1-ee14-4742-a8b8-a317c978b5b8,Cranmer,48.65,30711.02,401043.74,true
e1382ce2-4a3a-4552-9ccc-80864624a81b,Woolvett,82.64,48421.16,347182.35,true
0374ca83-da31-4223-80db-1924d7704d88,McKaile,61.95,71065.72,394117.07,false
faee154d-1b10-44a5-9f31-0678b511dc6d,Bruty,37.17,32889.40,417454.74,true
d0c3b3ce-1d44-4cba-95c8-e6fccfe41d30,Giraldon,63.77,95953.89,248232.29,false
a6d33024-9cc1-4cf7-89de-0d65fd3d3bbe,Coleyshaw,87.79,80716.03,432736.39,false
ce11c052-6ab3-42f8-b6ab-e4a308fe8308,Thrasher,86.80,80096.83,272154.44,false
400bd177-a663-45b7-a226-8a506579632d,Tillerton,99.13,82372.91,408136.75,false
899f8f27-e2d2-499f-864b-a4530f79928b,Balle,28.11,38284.34,190077.68,true
9d08fbf5-1378-4d3a-a701-b95c33d3b848,Calliss,88.37,99835.65,422506.43,true
e37de55d-612e-4e11-bba5-1eb44ddcfac0,McRavey,93.68,46305.41,256624.46,false
71ec3a3f-87da-4068-a41b-1b8a82936696,Dowall,97.67,35702.70,154800.94,false
71b86f7c-5884-4edd-b400-a860906d5b6f,Retchless,29.97,46841.76,229344.09,true
df397b65-acf4-4173-95a5-85976742f2e9,Elnaugh,19.64,92979.40,366056.32,false
495adf8a-9f14-49a4-a4b8-f061ba468203,Manvell,52.20,80207.37,155754.42,false
e06cfc02-a0d3-4f91-941f-8495674aa27e,Bettridge,81.38,79142.31,62554.91,true
030db01f-a1e2-4103-b673-767f8964531f,Weald,48.65,37072.01,378665.76,false
d5e4c512-415c-4afe-8b99-b7b1fd0eee38,Douch,74.55,66519.47,367198.14,true
c8080128-5a26-48e9-a04e-d491ddc5224e,Jekyll,31.07,96749.42,429512.59,true
c873e2d2-fef9-4b7d-b13b-a68290bd5184,Wilsey,21.64,65392.60,106451.82,true
8aadb5d9-0e60-4ca2-bbe3-acbcee64cada,Voas,63.58,50783.26,211716.85,true
a66df886-8bd1-44c3-a534-a671e876a275,Dregan,75.81,70886.39,196112.71,true
1c89c7fe-e953-44f6-809e-89fd2fc0bfd4,Jauncey,55.79,63632.98,155243.00,false
7d66b32a-3e7b-49dd-8064-e37558c7646a,Heart,65.27,98035.65,86547.14,true
dee3cba9-ea85-4339-8ade-a918af2767a4,Medley,83.34,31906.22,160541.32,false
3f1ecb4c-748f-4cbd-842c-77b96131948d,Philbin,90.33,81756.87,282429.26,false
63b35411-a078-4b66-9836-9a50711c4c0a,Knotte,92.44,41017.15,379512.72,true
86c2c28c-a96c-4c04-943a-cfdf55df68ac,Sprowle,29.64,84651.72,260514.29,false
e09774db-bf12-4147-9509-53c868e60ee1,McGlue,91.21,53580.46,220331.58,false
18664a1b-8602-4be8-af54-9ba2ad838943,Shear,49.84,89204.66,82183.97,false
5e723cd1-90c5-4c6f-847e-da001ea8a5df,Barti,65.39,61801.73,314909.68,false
7a49c0d3-7978-4f76-a919-e522b0c28b15,Swales,81.07,37642.86,362304.05,false
6d90f50c-8f0d-455e-88a2-165026e2f923,Sawter,40.85,97689.85,328252.81,false
3217c7a0-f22f-4dc3-931d-adf920a1aa9c,Goncaves,78.30,46974.48,79808.88,true
56f7bffb-9a3b-4b8e-a965-af8a5be2f045,Ferrulli,80.72,80974.50,373958.50,true
9e8c4460-0bcd-4e12-a82e-b83a0175c7d0,Burker,89.13,67146.57,336369.87,true
c6df65cb-0ede-440b-a1cf-aa750b4d169f,Pietz,38.77,34453.16,146088.19,true
c67f8dea-b811-46f5-8230-5acb5626b4f2,Blatchford,66.52,62110.27,251146.16,false
f694af30-64f3-4057-bcb6-1b163cb54809,Spottiswoode,47.35,53726.11,186920.03,true
31d6b01d-02f5-4e0b-928d-b8f35bde78c5,Scopes,41.31,48747.83,199156.67,false
021aedfd-cf38-45b8-a4af-87ee404f80f8,Leaves,46.82,40460.15,371219.13,false
7a710685-7f2b-4078-b13a-35cddd2505fe,Pellman,71.65,35853.12,115619.27,true
e13dad08-7ff6-43fe-80a9-bfc4c0ee8c7d,Longhi,91.34,73113.58,61843.98,true
